number,state,value,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda,avg_spearman_ic,std_spearman_ic,spearman_icir,negative_spearman_folds,robust_score
108,TrialState.COMPLETE,0.10794421039619082,236,4,0.011500195754718195,0.67334615596196,0.6040792595268886,16,1.5009464963308767,6.974641742289617,4.352242524980834,0.1580173538283762,0.16029257372874148,0.9858058308788805,3.0,0.10794421039619082
109,TrialState.COMPLETE,0.11149039770217342,216,4,0.009099897030355417,0.840668735052828,0.6359861480281479,29,0.08366491942344467,0.2066959135371597,6.484719462567508,0.16248943970912802,0.16399616802781836,0.9908124175289587,3.0,0.11149039770217342
110,TrialState.PRUNED,-0.03507217206009698,221,4,0.009457754992123106,0.8839418443262446,0.726979486720515,29,0.24749122434039117,0.17805676501958126,15.961334117390585,,,,,
111,TrialState.COMPLETE,0.11137780833585151,181,4,0.007978046326221747,0.6003135955710073,0.5952611788204063,18,2.2496605890632004,0.16602975898849004,2.996023569906284,0.16061247004399143,0.15693864683255968,1.0234092958336223,3.0,0.11137780833585151
112,TrialState.PRUNED,-0.034642595785308775,224,4,0.010522183349438346,0.6641451108036542,0.6955492775387571,15,1.8396007909158816,0.022775000488411027,3.2769634107136834,,,,,
113,TrialState.PRUNED,-0.04625748381330011,426,4,0.00887925578948083,0.600983647051624,0.5765597265680164,24,3.081314135535316,0.4347735771608938,13.487784304986926,,,,,
114,TrialState.PRUNED,0.07926309593664557,314,4,0.021341133260787726,0.8384744154597945,0.6479550625438872,33,0.7147086904089985,0.10612967109814107,12.317904075001815,,,,,
115,TrialState.PRUNED,-0.03519163005550473,234,4,0.011484350843514837,0.8780572520961101,0.6640649855339913,29,0.2638028130807669,0.09847846484573879,3.93372265904819,,,,,
116,TrialState.PRUNED,-0.03555811072483717,192,4,0.008935316260562341,0.8064252925472458,0.6024042523227264,16,0.4866789480288476,0.05952412294996853,4.226010071064729,,,,,
117,TrialState.PRUNED,-0.037025497912961315,187,4,0.0073167278839348536,0.6032319257755363,0.610076904891213,19,3.310629816809441,0.0213244768565746,3.400905512277921,,,,,
118,TrialState.PRUNED,-0.12542133877245398,187,3,0.009784841143610735,0.617510828933087,0.5760017810023002,23,0.911681700760272,1.0789708012120025,5.8511643802772095,,,,,
119,TrialState.COMPLETE,0.10602024420682968,194,4,0.013714143330999658,0.6142716432896497,0.587439095811255,19,1.9197944135618368,0.21525768184671576,4.246968640028649,0.15306552769111062,0.1481811339371237,1.0329623186448247,3.0,0.10602024420682968
120,TrialState.PRUNED,-0.021471244720578445,355,4,0.006574919758915837,0.6146919508129155,0.5991804710153165,13,2.5722318638544435,0.14303573914060683,2.304137862538542,,,,,
121,TrialState.PRUNED,-0.11169713028354691,203,3,0.011643837532267543,0.8200891560360035,0.5949980533758354,34,1.3083427541701216,0.46005086407199547,6.047201564024161,,,,,
