number,state,value,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda,avg_spearman_ic,std_spearman_ic,spearman_icir,negative_spearman_folds,robust_score
122,TrialState.COMPLETE,0.11097307142273838,235,4,0.006452675114928372,0.8826642474496247,0.6302976586015848,24,1.015234113120555,0.17887540268364735,3.258984351077614,0.16070179383993208,0.15891488966877473,1.011244409978711,3.0,0.11097307142273838
123,TrialState.COMPLETE,0.10805347444735576,256,4,0.012164973975766094,0.7453754714903208,0.5034324363076059,15,0.31710631181246235,1.1133833541771399,39.6965097539427,0.15461148369060043,0.159565370306312,0.9689538738499353,2.0,0.10805347444735576
124,TrialState.PRUNED,-0.038355145874987416,189,4,0.009022845166058377,0.6676458368288796,0.515145847523373,20,1.9020151781792989,1.4377819885461673,12.109448529037515,,,,,
125,TrialState.COMPLETE,0.11338443397985998,215,4,0.0074268633900076535,0.6484137841660337,0.6075789130104092,23,2.1307542991753023,0.09741535969424348,2.607105585865365,0.1639014731626038,0.16206815673097527,1.0113120089017347,3.0,0.11338443397985998
126,TrialState.COMPLETE,0.11551146891893446,203,4,0.006415304073915826,0.8977442932399943,0.5864644689764551,21,1.2732640259237837,0.06149223435527838,6.7176925330101955,0.16340268340979158,0.15156485796342847,1.0781040249397356,3.0,0.11551146891893446
127,TrialState.COMPLETE,0.11335801137549434,182,4,0.006245857183529669,0.9125981022883075,0.570331403125051,18,1.5783497929473902,0.05672218191450243,5.608227282037587,0.16159503036711972,0.15294807596650148,1.0565352283510392,3.0,0.11335801137549434
128,TrialState.PRUNED,-0.01980434533018177,295,4,0.006069665510426807,0.7652017223673503,0.6791891560892392,20,1.4271190196054402,0.1029348609869859,2.5635002026545433,,,,,
129,TrialState.COMPLETE,0.11052774329624568,194,4,0.006236443072016571,0.8982409685402698,0.603583747061904,16,2.276998191987322,0.06956300479996402,4.750627188915687,0.1590658522582639,0.15415243584807278,1.0318737513498235,3.0,0.11052774329624568
130,TrialState.PRUNED,-0.03692868569026944,247,4,0.010348267146693967,0.6141372537039376,0.537756221839447,29,2.3964218274245193,0.03468462478305428,2.907941754184571,,,,,
131,TrialState.PRUNED,-0.04734224291623927,200,4,0.009711456086390097,0.6535494125941148,0.7557535910103242,21,2.4933821157922655,0.842022956064745,2.6051915987855434,,,,,
132,TrialState.PRUNED,-0.037048984435172544,205,4,0.007185037333542854,0.6437095829074844,0.534321136140349,19,1.7037509993256332,0.3458610825610803,2.699862283022982,,,,,
133,TrialState.COMPLETE,0.11179683285857545,189,4,0.006350917000511789,0.898568387505688,0.529837189051466,24,2.2261644177367086,0.059013888803437435,9.828377615631549,0.15979377854553553,0.15198778274784028,1.0513593636052052,3.0,0.11179683285857545
134,TrialState.PRUNED,-0.04900682840978156,181,4,0.008830591451341446,0.9395101755123598,0.654420293545528,10,0.06273880991632363,3.1212244876626127,55.803570627055,,,,,
135,TrialState.PRUNED,-0.045819788779149564,325,4,0.00843966054897522,0.7667363576785766,0.5589838246020542,30,0.570328703112007,0.437726394533281,6.84342154633443,,,,,
136,TrialState.COMPLETE,0.11082885550364929,201,4,0.008244189368053309,0.9051903290616504,0.5732485498950024,20,0.6058161853169264,0.03829208243010652,5.665438125242868,0.15968017843524215,0.15540529172637138,1.0275079867704746,3.0,0.11082885550364929
137,TrialState.PRUNED,-0.021026739221264263,206,4,0.006990173152699993,0.9294193457738966,0.6578422471841522,22,1.3618728712512649,0.025381256227213628,16.691323578716133,,,,,
138,TrialState.PRUNED,0.09373650394539675,202,4,0.007049509760563825,0.8955126063477213,0.5235966219470429,19,3.916005318407553,0.01802308306661558,6.032162321894513,,,,,
139,TrialState.PRUNED,-0.11206719191562803,254,3,0.016582150733122598,0.8637395528185097,0.6945155785323683,8,0.9550534868756517,0.013121201057241499,16.90917618614972,,,,,
140,TrialState.PRUNED,0.10120948633216144,309,4,0.006681188650634953,0.8935554058733676,0.6550074339394358,23,1.6962604356875293,0.5696656416940691,2.092021612294103,,,,,
141,TrialState.COMPLETE,0.11269849930736253,187,4,0.0066532843137793625,0.7841000706890858,0.5780984025061383,28,1.000391527895685,0.010028136531012418,7.774133823689399,0.16086538540251563,0.1526675443806124,1.0536973398973744,3.0,0.11269849930736253
142,TrialState.COMPLETE,0.11251283507920337,184,4,0.006195976898881394,0.818197976527842,0.5847252942596594,24,0.7275296943310956,0.08148017386042326,5.197009262158736,0.16076166850012708,0.1529953336836948,1.0507619064545362,3.0,0.11251283507920337
143,TrialState.PRUNED,-0.11161395841429222,333,3,0.011120559428272964,0.8961650901688624,0.5527745733147089,21,4.76696749943595,6.852323775628505,3.832523083923519,,,,,
144,TrialState.COMPLETE,0.1146061118855023,221,4,0.006894962918554777,0.8259775690651561,0.5573765889511005,21,1.9099429359685913,0.01924261445910114,6.183254186418846,0.16138277224616904,0.14710664144266697,1.0970461337672917,3.0,0.1146061118855023
145,TrialState.PRUNED,-0.1216698164403984,209,3,0.006408816401348864,0.7976784650140097,0.5169788477769204,22,1.00727269388091,0.1829296915595601,3.517466005097925,,,,,
146,TrialState.COMPLETE,0.11230907378639637,205,4,0.00862360038184905,0.8470869059286861,0.5547255527211168,24,1.8542273459698622,0.018111029864048177,5.3074780103052035,0.16056702393723432,0.15303180060335173,1.0492395914063208,3.0,0.11230907378639637
147,TrialState.COMPLETE,0.11228252862139379,279,4,0.0060274845857941585,0.7400688994968333,0.5136622984619175,25,2.5190916802693573,0.012402594605803589,4.274220803148598,0.1622376242755434,0.15982038261659837,1.0151247395317773,3.0,0.11228252862139379
148,TrialState.PRUNED,-0.03813273968191652,257,4,0.007779466292592736,0.8070279947089312,0.5106309145098786,29,1.0410804901910724,0.035482661716338695,5.955692178441313,,,,,
149,TrialState.COMPLETE,0.11015932742580087,227,4,0.006921866452381748,0.6757384223475075,0.6620375826929811,24,0.7881062155516172,0.02299679090113668,5.389109681090598,0.1575570515530339,0.14959089650893215,1.0532529400519108,3.0,0.11015932742580087
