number,state,value,stability_threshold,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda,early_stopping_rounds,avg_date_spearman_ic,std_date_spearman_ic,date_spearman_icir,negative_date_spearman_folds,robust_score
106,TrialState.COMPLETE,0.06944200465237096,0.5,1327,2,0.011792227186787204,0.5846831534047433,0.9039531980372268,11,0.2042012685631689,0.0017379561574006029,5.021217061645504,20,0.11706038092651769,0.17142521470406694,0.6828655931894277,5.0,0.06944200465237096
107,TrialState.COMPLETE,-0.09811772768893787,0.7,1180,2,0.005724028575230472,0.5942020235487979,0.9160598635442637,19,0.5101882889005107,0.0013178708652047365,4.05296247637558,20,-0.03907637867089863,0.17520674509019624,-0.22303010452469826,9.0,-0.09811772768893787
108,TrialState.COMPLETE,0.02955282436617536,0.5,1318,2,0.017074176319252298,0.6052939775393558,0.8593420606325795,12,1.0661492566820203,0.008091964707984692,2.356946749948776,20,0.06780359908082276,0.13792054023990366,0.49161349689381206,4.0,0.02955282436617536
109,TrialState.COMPLETE,0.03143805474080351,0.5,1471,3,0.0069266535842853584,0.691640766453909,0.8100721094668979,20,1.4064890637509573,0.05779777660866262,12.310564253150787,20,0.07335680859500461,0.12959376927100552,0.5660519715388584,6.0,0.03143805474080351
110,TrialState.COMPLETE,0.06182510652719115,0.5,1306,2,0.007517249066089342,0.5986445725164132,0.8445053390801498,18,1.7841423663644425,0.001063949116612977,8.302251741795697,50,0.10518390829783673,0.1634606755198946,0.6434814242832059,4.0,0.06182510652719115
111,TrialState.COMPLETE,-0.008374854218264803,0.45,1325,2,0.00431356082206867,0.5703835909404266,0.850644949519581,9,1.2730420649640308,0.024186873660381067,17.999470586759227,20,0.04485947052124912,0.1861716236975696,0.2409576155070873,6.0,-0.008374854218264803
112,TrialState.COMPLETE,0.05477562213500156,0.5,612,2,0.011530663143614082,0.6590621887289604,0.8608546864521703,38,3.5644016690914695,0.007261458699826203,8.420386800335875,20,0.10221957543256062,0.17055309982112857,0.599341645151954,5.0,0.05477562213500156
113,TrialState.COMPLETE,0.000381725360011128,0.5,950,2,0.008985730799498872,0.5850354892186249,0.9403687578035996,18,0.016809014735003847,0.007981717667750254,20.770569614666798,20,0.055602090324089096,0.20943515815372316,0.265485942352037,5.0,0.000381725360011128
114,TrialState.COMPLETE,0.0772200582777109,0.5,1294,2,0.009913996286822987,0.5765728965342166,0.8580684323651108,9,1.7899820911822877,0.0010005600580327715,7.085256994764881,20,0.12243495807216712,0.17274116563894773,0.7087769589796137,4.0,0.0772200582777109
115,TrialState.COMPLETE,-0.008706261396118182,0.7,656,3,0.005470127875040097,0.5918451892190087,0.9005320716997226,33,5.279631505823191,0.0029458990070013805,12.546134855258577,20,0.030874580434119895,0.14457087581785705,0.2135601673536126,4.0,-0.008706261396118182
116,TrialState.COMPLETE,0.03732981484485039,0.5,1131,2,0.015558141522078376,0.5982989094683197,0.833947446285276,8,4.185004369814718,0.013163735187637872,9.909903426444034,20,0.0793704498548348,0.14353650838325535,0.5529634986167322,5.0,0.03732981484485039
117,TrialState.COMPLETE,0.02539099900726387,0.5,1076,3,0.00412700754982175,0.6294586296849786,0.8165887721457569,7,0.31747511283318053,0.005298387747580749,2.233268919299188,20,0.0663177697744194,0.13796718716911097,0.48067784184895723,5.0,0.02539099900726387
118,TrialState.COMPLETE,0.05334027889555237,0.5,687,2,0.005244365454374536,0.6191905832519775,0.8963314894687388,37,4.056864307547266,0.0024564065162296744,5.562978040042235,80,0.09871906305746772,0.16022725414291003,0.616119046572552,5.0,0.05334027889555237
119,TrialState.COMPLETE,0.005740665950948597,0.5,1579,2,0.013980894420524786,0.5531911520670605,0.9465294489512799,7,2.6428043616511956,0.03711393290245383,28.04796739939036,50,0.057071402889670525,0.17665368469360962,0.32306941680076406,6.0,0.005740665950948597
120,TrialState.COMPLETE,0.014152342175489132,0.5,1316,3,0.011176618464065924,0.618419581655631,0.8739409874962655,10,0.6680811868536383,0.018928074338852983,9.24807966384143,80,0.059290281291269745,0.1323563622455697,0.44795943531044224,7.0,0.014152342175489132
121,TrialState.COMPLETE,0.08697501731800276,0.5,1567,2,0.005400565162363611,0.655509951081149,0.8899046139959436,6,0.7204171835984584,0.0011743317716761466,8.055323471198985,20,0.1326958664637919,0.1752709123956122,0.7570900650318851,4.0,0.08697501731800276
122,TrialState.COMPLETE,0.06841495917359705,0.5,1319,2,0.006738646720165535,0.6428677004884147,0.8314091102196502,5,0.9953541518478952,0.0019586451453486643,17.52741005104993,20,0.113949207541057,0.16100457517063305,0.7077389410847074,5.0,0.06841495917359705
123,TrialState.COMPLETE,-0.0832180345052359,0.55,1279,2,0.007902876208574203,0.6057452940800322,0.8401870827942528,6,1.2166559192165507,0.001292028778369718,5.385983005961806,20,-0.01810664371240506,0.20555695396415427,-0.08808577556350908,9.0,-0.0832180345052359
124,TrialState.COMPLETE,0.06972618030338444,0.5,1545,2,0.007510949944727256,0.6885506684321504,0.9114856467133392,14,1.1676855389620409,0.0050510302586468485,3.0385879793814254,20,0.11582227278843892,0.17714712909193897,0.6538196434915262,4.0,0.06972618030338444
125,TrialState.PRUNED,0.002183012235502796,0.5,1580,2,0.006733696875091327,0.7178198785920038,0.8799656142073603,7,0.8841737960631482,0.019778564712480292,1.965313566662087,20,,,,,
126,TrialState.PRUNED,-0.1124309155505265,0.45,1465,2,0.01031846059507401,0.7166124779936067,0.8875385200704926,7,0.6569463943463812,0.0018570398016231771,2.854330074036945,50,,,,,
127,TrialState.COMPLETE,0.01304857370266119,0.5,1598,3,0.005459149929338573,0.7592804367129293,0.8899947020577615,15,2.178283137207659,0.004299750206209789,3.521171815396288,80,0.054150897475209465,0.1388449521960747,0.3900098391674938,5.0,0.01304857370266119
128,TrialState.COMPLETE,0.042198089052683345,0.5,1560,2,0.006018566122533464,0.738881408184467,0.9308202780912521,9,0.4108980150201446,0.0022518305361178843,9.443866459768484,20,0.09220861091650737,0.19671927598578678,0.46873195549565544,4.0,0.042198089052683345
129,TrialState.COMPLETE,0.08975573418184886,0.5,1143,2,0.00955480565145443,0.6327645235963224,0.8788561195047381,40,3.151766721801865,0.0011766649580076676,14.102811730211263,20,0.1349558290198515,0.17266714085667983,0.7815953188908704,4.0,0.08975573418184886
130,TrialState.COMPLETE,0.008217175219463472,0.65,1272,3,0.005853145752616774,0.6603282254823721,0.820816454850615,40,4.383140053539481,0.0014649963587831842,15.772572077594825,20,0.05031253290529729,0.1438101217625024,0.3498539065865388,5.0,0.008217175219463472
131,TrialState.COMPLETE,0.05273162522504793,0.5,1185,2,0.0066150362319408774,0.7248398672941567,0.7932874623868451,39,3.426161099294971,0.0010758113526198446,65.0520722773908,20,0.09813132564981995,0.1603318354571934,0.612051408068735,5.0,0.05273162522504793
132,TrialState.COMPLETE,0.0006563105964466458,0.5,1513,3,0.0105676784519357,0.5733745594771483,0.9344205579701962,20,0.6931747674169254,0.0011950330256484648,4.2293457929722855,20,0.04646061923882137,0.16235487654520694,0.2861670694928873,5.0,0.0006563105964466458
133,TrialState.COMPLETE,-0.06409130830154161,0.7,969,2,0.016924374041345842,0.6418055825462301,0.9186503779586339,39,3.825146640362428,0.0022086611500824003,12.277224961947729,80,-0.007409574158087375,0.1634086707172712,-0.04534382493636082,9.0,-0.06409130830154161
134,TrialState.COMPLETE,-0.08350517096770316,0.6,1091,2,0.016410343021341357,0.5841523224815157,0.8612237782078558,35,3.3202068567104157,0.0010107905538306785,18.32314138346851,20,-0.015981846468183722,0.20428328916426383,-0.07823374360950663,10.0,-0.08350517096770316
135,TrialState.COMPLETE,0.020924364988856595,0.5,1163,3,0.00945725251274921,0.6189394087114946,0.9368011399390296,40,2.607837888466908,0.003482849118084647,11.011042993757028,20,0.06328865430705606,0.15848811325766402,0.3993274511645157,4.0,0.020924364988856595
136,TrialState.COMPLETE,0.01098666671487637,0.45,1208,2,0.013705027833034103,0.624983055310202,0.9046371476889863,9,0.19281820329627944,0.002716794124342814,6.006834156640564,20,0.057215707635715575,0.17781187127086268,0.32177664644537873,4.0,0.01098666671487637
137,TrialState.COMPLETE,0.061994038060911076,0.5,1427,2,0.0049683315884240875,0.6428647300655604,0.9212813107276995,11,1.6045250394856254,0.007276813114420481,5.14447858988521,20,0.10411261821510735,0.15725956743764807,0.662043142503155,4.0,0.061994038060911076
138,TrialState.COMPLETE,-0.04650293759682045,0.6,1325,3,0.015699028789176606,0.6449081720731226,0.9348977410522626,11,1.8368169093964042,0.018940620488698906,5.390599889033539,30,0.0022870260796301702,0.16394981838225312,0.013949549332820312,6.0,-0.04650293759682045
139,TrialState.COMPLETE,0.07751397676569668,0.5,1032,2,0.006121791205096488,0.5717218043444163,0.806254480587996,39,4.761914369598914,0.0021171967217970054,2.1066428130830785,30,0.12142260621773251,0.16620981392684578,0.7305381273766088,4.0,0.07751397676569668
140,TrialState.COMPLETE,0.04014774188235898,0.5,1133,2,0.009194626757258727,0.6140493716583797,0.7662868793183243,26,4.297153210720045,0.0041258186864153905,1.9208177335530465,30,0.08583828063608433,0.17511936043529341,0.4901701355162359,4.0,0.04014774188235898
141,TrialState.COMPLETE,0.004971468820245125,0.5,1369,3,0.005663168263724602,0.6732520040342287,0.8341375582490265,38,5.639092579487982,0.0031395651230243585,4.180379568022454,80,0.04982220107799371,0.14425366128874292,0.34537910949981326,6.0,0.004971468820245125
142,TrialState.COMPLETE,0.01933819707085294,0.5,788,4,0.006126751284718316,0.5644503820624202,0.8250815522251407,38,4.887772185654676,0.008195287213947576,1.7606323943910764,30,0.055144771669834336,0.1123662063282403,0.4907593970801801,5.0,0.01933819707085294
143,TrialState.COMPLETE,0.06660185406081048,0.5,1277,2,0.004480533554939197,0.589773104159113,0.9093268603129042,39,4.632152793039302,0.001088344041104793,2.443832862461887,30,0.11288898963184574,0.1647690111885096,0.6851348370519215,5.0,0.06660185406081048
144,TrialState.COMPLETE,0.05989502198856465,0.5,947,2,0.005528473358914579,0.6044593086010341,0.8217916657473553,35,3.624260308835581,0.002986283915035788,15.060230396291724,20,0.10646223489389912,0.16616939786000567,0.6406849652520941,5.0,0.05989502198856465
145,TrialState.COMPLETE,-0.007637494365367852,0.6,1088,2,0.005023690585665059,0.6663470956948625,0.7521271984846138,36,3.1451965708007625,0.0048767015389447705,2.067920356271402,30,0.04953713894650158,0.1925398332260138,0.2572825483252194,7.0,-0.007637494365367852
146,TrialState.COMPLETE,0.062449853438760826,0.5,856,2,0.005166497225887836,0.6486634770704417,0.8445000952839781,40,4.12111132229999,0.0024670053876916444,1.3129295667380099,30,0.10629135006371158,0.16587414979142048,0.6407951461838287,4.0,0.062449853438760826
147,TrialState.COMPLETE,0.06123046252963535,0.5,1464,2,0.017560489701619594,0.6587168426655322,0.8811755642584237,8,0.14172889045755732,0.002916384495075094,6.868717940851065,20,0.10754878303822994,0.16492493587630627,0.6521074722071837,5.0,0.06123046252963535
148,TrialState.COMPLETE,-0.04954253906633664,0.6,1465,2,0.004563280094554219,0.5774941199054915,0.7768686530258917,10,0.046941326565466485,0.00860045053768567,2.643976718636093,20,0.012825845629771048,0.20517525681387178,0.06251165871041767,8.0,-0.04954253906633664
149,TrialState.COMPLETE,0.02219158402023963,0.45,762,2,0.008191299305784775,0.8229989506954365,0.8539242972469088,30,3.1985920243621404,0.021028818509964162,5.244194119972929,20,0.06800912473067369,0.175754370218837,0.38695552574876807,4.0,0.02219158402023963
150,TrialState.COMPLETE,0.04115890780887216,0.5,938,2,0.004244876468431024,0.5748358044447659,0.7367008907784693,36,4.431132027341003,0.06920838116305443,5.778476788001756,30,0.0869189911653498,0.1621337501157216,0.5360943733387534,5.0,0.04115890780887216
151,TrialState.COMPLETE,0.049849347412027026,0.5,1065,2,0.008183936205976511,0.6444076988892247,0.7334490061864463,7,0.9720898709008521,0.0012382343166053083,10.53281532139409,20,0.1044355258966933,0.1929308924233314,0.5413105417433075,6.0,0.049849347412027026
152,TrialState.COMPLETE,0.0736323080165274,0.5,1494,2,0.0074978616572781015,0.5609635430130042,0.8767361627629733,10,1.7462524037984402,0.0012261676658368156,11.176426445360672,20,0.11264450761990807,0.15506099801690332,0.7264528737757034,3.0,0.0736323080165274
153,TrialState.COMPLETE,0.07161549633255106,0.5,1525,2,0.00410066331409436,0.6089884191166146,0.7836167730214391,15,4.927944393354318,0.0010411851240070525,8.469735497621095,20,0.11172427270748021,0.14721054854131238,0.7589420310877145,4.0,0.07161549633255106
154,TrialState.COMPLETE,-0.015554125228826793,0.6,850,3,0.008215350548753024,0.6302208897997088,0.89161673505517,37,3.120574162505254,0.009311165041642455,3.1190085630639484,20,0.033576954586750106,0.16565539907788449,0.202691580073183,6.0,-0.015554125228826793
155,TrialState.COMPLETE,0.053481793956835236,0.5,1457,2,0.0046590594184698604,0.5848507562304099,0.8035363879818268,18,5.246773926406864,0.0051861012900576,24.926756370695028,20,0.09676023626848004,0.14972554489155737,0.6462506871393333,5.0,0.053481793956835236
156,TrialState.PRUNED,-0.10035785235520067,0.55,1394,3,0.006583910839912391,0.6956856343897109,0.6004765376337302,15,5.943940161549695,0.001258006156727817,25.37312199541077,20,,,,,
157,TrialState.COMPLETE,0.04980003132436037,0.5,935,2,0.008434413289734146,0.6848817090038509,0.8840177710416962,39,4.9639349745502095,0.0011291632930811423,3.9236914007924764,20,0.09121946622628903,0.15376384117630992,0.5932439351700003,4.0,0.04980003132436037
158,TrialState.COMPLETE,0.05402165472997781,0.5,1044,2,0.010075904887949636,0.5664651955823767,0.9222860291468584,10,1.3547101352136648,0.0024968384565208653,5.003477161846037,30,0.09674315528212592,0.16027416942740721,0.6036103985298996,4.0,0.05402165472997781
159,TrialState.COMPLETE,0.08636967747437693,0.5,1241,2,0.0072841201252085855,0.5536993822619045,0.9098004556776089,9,0.6941223009143205,0.004480085236724397,5.7834855659757505,20,0.12388734117626853,0.14758831850945792,0.839411563377419,3.0,0.08636967747437693
160,TrialState.COMPLETE,0.0163000021560937,0.65,1506,2,0.00875336785930054,0.6124616266180787,0.7042806898434727,8,5.430876898995779,0.0014264045729789003,8.489203711992097,20,0.07272884782312937,0.20214422833517834,0.3597869126519734,6.0,0.0163000021560937
161,TrialState.COMPLETE,0.007802278750159274,0.5,1071,3,0.006880364703003121,0.5791269848674453,0.8735178359788383,19,2.9507852611170913,0.007697329867263779,3.675521294052163,20,0.047310673885582175,0.13087530901044783,0.3614942668964804,5.0,0.007802278750159274
162,TrialState.COMPLETE,-0.020111652462495244,0.65,1580,3,0.004932427221680342,0.5973648189338348,0.8314299801133134,6,0.5974402249087376,0.001031535040733434,5.7573738154033745,20,0.027350431872293093,0.15731042167394169,0.17386280947731808,6.0,-0.020111652462495244
163,TrialState.PRUNED,0.006877715674568349,0.5,1302,3,0.006972686972227835,0.7041387679551234,0.7131472534552744,9,5.078634383790646,0.0013714873583505786,2.8523395882919385,20,,,,,
164,TrialState.COMPLETE,-0.05839027421477663,0.6,1485,2,0.012359085407862132,0.5706553153140194,0.9282421784482351,12,3.0883850727590474,0.0018580570676540787,26.856607885471636,20,-0.0047204531782098135,0.17501577184950076,-0.02697158735081897,7.0,-0.05839027421477663
165,TrialState.COMPLETE,0.0349990454910087,0.5,1543,3,0.008931043884579772,0.5546852015022838,0.8031448834329065,12,2.326576401526596,0.002163263909635415,10.011094868074425,20,0.0730025357839367,0.12335078479797333,0.5918287095092414,5.0,0.0349990454910087
166,TrialState.COMPLETE,-0.0022361087404261203,0.5,882,3,0.011009143727564712,0.7088409663470107,0.9398152630922081,24,0.9197612057067415,0.055058223447855076,10.431969306187678,20,0.04512176328841673,0.17012269347754758,0.2652307129993319,5.0,-0.0022361087404261203
167,TrialState.COMPLETE,0.04688106636849439,0.5,1076,2,0.006625433020668955,0.7514907966207752,0.8566390239131833,18,1.4455823407174198,0.01376080305329279,8.643401809851133,80,0.09360682058516501,0.1669621044166864,0.5606471055943987,5.0,0.04688106636849439
168,TrialState.COMPLETE,-0.060641054650395834,0.7,1381,2,0.011391954095755233,0.6728595343020888,0.9143969920209349,9,2.0646009125611298,0.0024513641545269725,13.80546089907827,80,-0.006637150935308289,0.16335285190877102,-0.04063076253492649,8.0,-0.060641054650395834
169,TrialState.COMPLETE,0.06644086496374185,0.5,1301,2,0.007452198013799212,0.5573760653198474,0.7932800934578008,17,4.988531521910353,0.0015869861667598927,3.9652724795304692,20,0.1035203148441466,0.1453972494020237,0.7119826218851824,3.0,0.06644086496374185
170,TrialState.COMPLETE,-0.0688506359866517,0.7,800,2,0.005622607336845425,0.9141238184740424,0.8339725546405039,34,3.3994724487497527,0.0059107798926217175,17.97754241659798,20,-0.003486263065009391,0.2068218646082115,-0.016856356418667423,9.0,-0.0688506359866517
171,TrialState.COMPLETE,0.029370315131203282,0.5,1548,2,0.004046531123743035,0.6245121008681547,0.6699604615521562,16,3.4466098033386854,0.014928837068019125,2.0414460904587797,20,0.0799956515090949,0.18646001522279146,0.4290230879446847,5.0,0.029370315131203282
172,TrialState.COMPLETE,0.06516732271096977,0.5,1126,2,0.005044046582752986,0.6620454621935111,0.916883444743797,18,2.6405982152037986,0.013145200907013327,18.121979312995347,20,0.11005661106910006,0.15777977512398475,0.6975330709060562,5.0,0.06516732271096977
173,TrialState.COMPLETE,0.052764452927578344,0.5,1550,2,0.005974861047357956,0.6390607928313724,0.8410509309652168,9,0.1976897034304349,0.007376184729837967,4.067906604304819,30,0.09363598247838922,0.1510243144207211,0.6200060092147787,4.0,0.052764452927578344
174,TrialState.COMPLETE,-0.08000794390906714,0.55,664,2,0.009959321833755915,0.7702503716253671,0.9330810445785308,26,3.886449080769881,0.03972640076880849,9.666787743500137,20,-0.024636004938303927,0.17019302818714943,-0.14475331452010728,8.0,-0.08000794390906714
175,TrialState.COMPLETE,0.014288404387846291,0.5,790,3,0.007325692821226806,0.5778976233438785,0.9192489271668147,38,5.044548106560061,0.002832681104716968,20.959731281377834,20,0.0504978664410419,0.11438064359931138,0.44148961617965504,5.0,0.014288404387846291
176,TrialState.COMPLETE,0.09890101064592177,0.5,1395,2,0.008393035437680432,0.5745165341564262,0.907772203743718,16,1.3287743160417813,0.001190849869384101,29.4881560843336,20,0.13947040482910228,0.16284697091590253,0.8564507159370353,3.0,0.09890101064592177
177,TrialState.COMPLETE,-0.07692355190167202,0.6,1425,2,0.013133522335626814,0.5657281540117982,0.8558257205347906,14,0.26510897830895985,0.0011795880257145152,7.56060769713205,20,-0.012999340289983204,0.19962105805844413,-0.06512008510734031,9.0,-0.07692355190167202
178,TrialState.COMPLETE,0.017360560504600372,0.45,1472,2,0.006377181697239767,0.6858434292570775,0.8320649572308509,19,4.764958678788209,0.0036599220491204507,3.5794848853490984,80,0.06400010041549616,0.17986436622114557,0.3558242344501256,4.0,0.017360560504600372
179,TrialState.COMPLETE,0.06464757433309745,0.5,1149,2,0.005258776966763446,0.5865806859080553,0.8862569042009922,9,0.5461757340729206,0.04339867954231393,8.056164529329143,20,0.10911008161003773,0.15564586971803468,0.7010149502052295,5.0,0.06464757433309745
